2000,7263720776
2001,9810301129
2002,11017488677
2003,29866739259
2004,44272657040
2005,41599794168
2006,57169549636
2007,50059375947
2008,38955755317
2009,50018797925
2010,61820416313
2011,81319683945
2012,89545688668
2013,85495937619
2014,75933419192
2015,65827732154
2016,65572555304
